RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RADIO,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
16193,1,1,9,10,3/8/2025,3/8/2025,3,3,2,2,3,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,12,3,2,5,5,1,2,1,1,1,,1,2,1,1,10,4,4,1,2,1,1,5,4,1,0.802200473,0.286184223
9738,1,1,9,10,2/23/2025,2/23/2025,4,1,3,1,3,1,3,3,4,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,4,4,2,3,2,1,1,,1,2,1,1,7,3,1,2,2,1,1,6,1,1,0.802200473,0.499966465
7179,2,1,,10,5/9/2025,5/9/2025,3,2,2,2,3,1,3,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,6,1,5,1,1,3,1,1,2,1,1,6,2,1,1,1,1,2,6,4,1,0.802200473,0.628111477
2499,1,1,9,10,2/25/2025,2/25/2025,3,1,3,2,2,2,2,1,4,1,1,1,1,1,2,,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,,1,2,1,1,1,1,1,1,3,2,,5,3,1,1.20330071,5.016797973
8130,1,1,9,10,3/1/2025,3/1/2025,3,2,2,2,3,2,3,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5,5,2,5,1,1,1,,1,2,1,1,7,3,1,2,2,2,,8,3,1,0.802200473,0.906311127
4329,2,1,,10,5/5/2025,5/5/2025,2,3,2,1,3,2,3,3,4,1,1,1,1,1,2,,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,6,1,1,2,1,2,,2,2,1,1,5,2,1,2,1,1,2,2,2,1,0.802200473,0.455578094
12611,2,1,,10,5/21/2025,5/21/2025,2,3,1,2,3,1,3,2,4,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,12,3,2,5,6,3,6,1,1,1,,1,2,1,1,9,3,1,2,1,1,1,4,3,1,0.802200473,0.51780598
80,1,1,9,1,3/12/2025,3/12/2025,3,3,2,2,4,2,3,4,4,2,1,1,1,1,1,4,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,12,3,2,6,6,3,7,3,1,3,1,1,2,1,1,1,1,1,2,1,1,3,1,2,1,0.08008215,0.068940742
18510,1,1,9,10,3/27/2025,3/27/2025,3,3,2,2,3,2,3,3,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,5,4,2,6,6,2,4,3,1,2,,2,2,1,1,10,4,4,2,3,1,99,99,3,1,1.20330071,0.742763318
1625,2,1,,10,5/2/2025,5/2/2025,2,2,2,1,1,2,1,3,4,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,5,1,1,2,,2,2,1,1,13,4,1,2,1,1,2,1,4,1,0.802200473,0.578788101
17184,1,1,9,10,2/24/2025,2/24/2025,2,3,2,1,3,2,1,2,4,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,3,1,1,4,99,9,99,99,99,99,99,1,2,99,1,99,99,3,1,0.802200473,1.082319509
2631,1,1,9,10,3/13/2025,3/13/2025,3,3,1,2,2,2,3,2,4,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,10,3,2,5,5,2,6,1,2,4,99,9,2,1,1,6,2,3,2,1,2,,5,1,1,0.401100237,0.625225985
189,1,1,9,1,2/24/2025,2/24/2025,3,1,3,1,3,1,2,1,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,4,1,2,1,1,1,,1,2,1,1,8,3,1,2,2,1,1,8,3,1,0.160164299,0.123945275
13929,1,1,9,10,2/23/2025,2/23/2025,2,1,2,2,2,1,2,1,4,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,12,3,2,6,6,4,7,1,1,1,,1,2,1,1,5,2,1,1,2,1,1,5,1,1,0.802200473,0.708496133
9655,2,2,,7,5/5/2025,5/5/2025,4,3,3,1,3,2,3,3,4,2,1,1,3,3,1,4,2,1,2,2,2,1,2,2,2,2,2,2,99,,2,2,2,99,2,2,1,99,3,2,99,99,9,1,1,3,8,3,4,2,2,2,,99,4,1,0.35499632,0.89935978
2325,1,1,9,10,2/27/2025,2/27/2025,3,2,1,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,4,4,2,2,1,1,1,1,1,3,1,1,2,2,2,7,3,4,1,3,1,1,4,3,1,1.20330071,1.010034097
648,2,1,,1,5/14/2025,5/14/2025,2,1,3,1,1,2,2,1,4,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,2,4,1,2,1,3,1,2,,2,2,2,2,4,2,3,2,2,1,2,2,3,1,0.320328598,0.385446321
14586,1,1,9,10,3/30/2025,3/30/2025,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,1,1,1,1,3,2,2,2,1,1,6,2,1,2,2,1,2,6,2,1,0.802200473,0.703177314
2460,2,1,,1,5/9/2025,5/9/2025,3,3,1,2,2,2,3,2,2,1,1,2,99,99,99,,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,6,1,1,3,1,2,,2,2,2,2,9,3,1,1,1,1,2,1,3,2,0.160164299,0.233994942
17975,1,1,9,10,3/24/2025,3/24/2025,3,3,2,2,3,2,1,2,4,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,5,6,2,5,1,2,4,2,2,2,1,1,4,2,4,2,1,2,,7,4,1,0.401100237,0.796875778
13453,2,2,,7,5/12/2025,5/12/2025,3,1,2,1,3,2,3,3,4,2,1,1,1,1,1,3,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,12,3,2,6,6,2,7,3,2,4,99,9,1,99,3,8,3,99,2,1,1,99,1,1,1,0.17749816,0.455450131
4014,2,1,,10,5/16/2025,5/16/2025,1,3,99,2,1,2,1,2,4,99,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,6,1,2,2,1,2,,2,2,1,1,13,4,1,2,1,1,2,4,1,1,0.802200473,0.483083021
5491,2,1,,10,5/5/2025,5/5/2025,2,3,2,1,2,2,3,3,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,4,5,3,6,1,1,2,,2,2,1,1,12,4,1,1,2,1,2,7,4,1,1.604400946,0.477897607
461,1,1,9,6,2/25/2025,2/25/2025,3,2,2,1,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,3,1,1,1,1,2,,2,1,1,3,4,2,4,1,2,1,2,8,3,1,0.783130842,1.020585098
5446,2,1,,10,5/2/2025,5/2/2025,4,99,3,2,5,2,3,2,4,2,2,2,6,4,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,5,1,1,3,1,2,,2,1,1,3,11,4,1,2,1,1,2,1,4,1,0.802200473,0.563412988
5357,1,1,9,10,3/15/2025,3/15/2025,3,2,3,1,2,1,2,2,4,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,5,6,2,6,3,2,1,,1,2,1,1,2,1,1,2,2,2,,5,3,2,0.802200473,2.246573684
10833,2,1,,10,5/2/2025,5/2/2025,2,1,2,2,3,1,2,2,4,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,5,6,2,2,3,1,1,,1,2,1,1,10,4,1,1,1,1,1,1,3,1,0.802200473,0.660457426
9398,2,1,,7,5/20/2025,5/20/2025,3,3,1,2,3,2,1,3,4,2,1,1,1,1,2,,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,12,3,2,6,6,3,6,2,2,2,,2,1,1,3,1,1,1,2,2,2,,1,3,1,0.35499632,0.854489057
6180,1,1,9,9,2/25/2025,2/25/2025,3,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,4,2,2,2,99,99,9,3,1,2,5,1,2,8,2,1,0.676350894,0.308300186
8956,2,1,,10,5/5/2025,5/5/2025,2,3,1,1,1,1,3,2,4,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,3,4,2,2,4,1,1,1,2,3,1,1,2,1,1,6,2,1,2,2,2,,7,4,1,1.604400946,2.463312162
7205,3,1,9,2,5/20/2025,5/20/2025,2,1,2,2,2,2,3,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,12,3,2,5,5,2,7,3,1,3,2,2,2,2,2,6,2,1,1,1,1,2,1,2,1,0.577363669,0.939011629
3866,2,1,,10,5/5/2025,5/5/2025,2,3,1,1,2,2,2,1,4,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,5,5,2,5,1,2,1,,1,2,4,4,3,2,4,1,2,2,,4,2,1,1.604400946,3.67029728
5603,2,1,9,10,5/5/2025,5/5/2025,3,2,1,2,3,2,1,4,4,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,9,3,2,5,6,4,7,1,1,2,,2,2,1,1,5,2,1,1,1,1,2,4,3,1,0.802200473,0.583916357
18661,2,1,,10,5/5/2025,5/5/2025,2,1,3,1,2,1,2,3,4,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,6,1,1,2,1,3,1,1,2,1,1,6,2,1,2,3,1,1,5,3,2,2.406601419,1.592366141
1507,2,1,,10,5/16/2025,5/16/2025,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,6,1,1,2,1,3,1,1,2,1,1,10,4,1,1,4,1,1,99,3,1,2.406601419,1.00812525
8775,2,1,,10,5/5/2025,5/5/2025,2,3,99,2,2,2,2,1,4,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,5,6,1,3,1,1,1,,1,2,1,1,10,4,1,2,2,1,1,8,4,1,1.604400946,1.300133446
8988,2,1,,7,5/1/2025,5/1/2025,3,3,1,2,3,2,1,2,1,2,1,1,99,99,99,,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,6,1,6,3,2,2,,2,1,99,3,12,4,1,1,2,2,,4,3,1,0.35499632,0.634489626
3428,2,1,,10,5/1/2025,5/1/2025,2,2,2,2,3,2,3,2,4,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,12,3,2,5,6,4,6,1,1,2,,2,2,1,1,12,4,1,1,2,1,2,4,3,1,1.604400946,0.696789034
3460,2,1,,10,6/16/2025,6/16/2025,3,1,3,2,2,2,2,2,4,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,5,6,2,1,2,1,1,,1,2,1,1,9,3,1,2,2,1,1,3,2,2,1.604400946,0.752350563
10841,1,1,9,5,3/25/2025,3/25/2025,4,3,2,2,4,1,2,4,4,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,5,4,2,6,5,2,7,3,1,1,,1,2,1,1,2,1,1,1,2,2,,2,2,1,0.624820777,3.146607509
14801,1,1,9,9,3/27/2025,3/27/2025,2,1,1,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,5,6,2,3,3,1,2,,2,2,1,1,2,1,1,2,2,2,,2,3,1,0.450900596,1.395170627
3195,1,1,9,10,3/22/2025,3/22/2025,2,2,2,2,3,2,1,1,4,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,12,3,2,6,6,4,7,1,1,2,,2,2,1,1,4,2,1,1,2,1,99,8,3,1,0.802200473,0.774855683
8043,1,1,9,9,3/5/2025,3/5/2025,3,1,2,2,3,1,2,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,12,3,2,5,6,3,2,1,1,1,,1,2,1,1,6,2,1,2,1,1,1,8,4,1,0.225450298,0.29952974
5481,2,1,,10,5/9/2025,5/9/2025,2,1,2,2,2,2,1,3,4,1,1,1,5,4,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,1,4,1,1,1,1,1,4,2,2,2,2,2,5,2,4,2,2,1,2,4,4,1,1.604400946,1.57297229
17330,3,1,9,10,3/6/2025,3/6/2025,4,2,2,2,3,2,1,2,4,1,1,1,5,4,2,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,4,2,3,1,1,2,,2,2,3,5,12,4,4,2,1,1,2,6,4,1,0.802200473,0.386285013
16640,2,1,,10,5/20/2025,5/20/2025,2,1,2,1,2,2,2,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,5,1,3,1,1,3,1,1,2,1,1,13,4,1,1,1,1,1,4,3,1,0.802200473,0.267073793
3011,2,1,,6,5/16/2025,5/16/2025,3,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,3,5,2,3,1,1,2,,2,2,1,1,10,4,1,2,2,1,2,8,1,1,1.566261683,1.08809712
8646,1,2,9,8,2/28/2025,2/28/2025,4,1,1,2,2,2,1,2,4,2,1,1,1,1,1,4,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,12,3,2,5,6,3,6,2,2,4,1,1,1,1,3,1,1,4,2,3,2,,4,3,1,0.577446638,1.925161672
11199,1,1,9,10,3/6/2025,3/6/2025,2,3,1,2,2,1,3,1,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,6,3,7,1,1,3,1,1,2,3,5,9,3,99,1,2,1,2,7,4,1,0.802200473,0.516145313
8732,1,1,9,10,2/27/2025,2/27/2025,3,1,3,2,2,1,3,4,4,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,5,5,3,4,3,2,4,1,1,1,1,3,4,2,1,1,2,2,,1,3,2,0.802200473,2.781599907
17343,1,1,9,10,3/30/2025,3/30/2025,3,2,1,1,4,2,1,3,4,2,1,1,1,1,1,2,99,1,99,99,99,1,99,99,99,99,99,2,1,1,2,8,4,2,2,2,1,2,1,1,2,,2,2,3,5,4,2,4,1,4,1,1,7,4,1,1.20330071,1.484518793
4300,2,2,,1,5/27/2025,5/27/2025,3,2,1,1,2,2,1,3,4,2,1,1,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,6,6,2,2,3,1,1,,1,1,2,3,11,4,4,2,99,1,99,99,1,1,0.320328598,0.421254459
5576,1,1,9,10,2/27/2025,2/27/2025,2,3,1,2,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,12,3,2,5,5,2,6,2,1,1,,1,2,1,1,1,1,1,1,3,1,1,1,4,1,1.20330071,3.035679665
10902,2,2,,8,5/30/2025,5/30/2025,3,1,1,2,4,1,3,3,4,2,1,1,3,3,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,5,1,1,3,2,99,99,9,1,1,3,10,4,4,2,2,2,,5,4,1,0.76992885,1.755048611
5825,3,1,9,10,3/11/2025,3/11/2025,2,3,2,1,2,2,2,1,2,1,1,2,3,3,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,3,4,1,2,2,1,1,,1,2,1,1,13,4,1,2,1,2,,8,3,1,0.802200473,0.913872012
11230,2,1,,8,5/12/2025,5/12/2025,3,3,1,2,3,2,1,3,4,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,4,1,1,1,1,2,,2,2,4,4,1,1,1,2,1,1,2,3,1,1,0.384964425,0.700454895
14744,1,1,9,10,3/11/2025,3/11/2025,3,1,1,1,3,1,3,2,4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,5,1,2,1,1,3,1,1,2,1,1,8,3,1,1,2,1,1,8,2,1,0.802200473,0.459196494
3890,1,1,9,10,2/28/2025,2/28/2025,3,2,3,2,2,1,1,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,5,1,2,1,1,3,2,2,2,1,1,9,3,1,1,2,1,2,8,2,1,0.802200473,0.401966191
6547,2,1,,10,5/19/2025,5/19/2025,2,3,1,2,3,2,1,2,2,2,1,1,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,5,1,1,2,1,3,2,2,2,1,1,13,4,1,2,1,1,2,2,2,2,0.802200473,0.376087112
5122,2,1,,10,5/2/2025,5/2/2025,3,1,3,2,3,2,3,3,4,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,6,2,4,1,1,1,,1,2,1,1,6,2,1,2,1,1,1,7,3,2,0.802200473,0.600988005
17549,1,1,9,10,4/4/2025,4/4/2025,4,2,2,2,2,1,3,3,4,2,1,1,3,3,1,4,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,12,3,2,6,5,3,4,2,1,3,1,1,2,1,1,8,3,1,2,2,2,,1,3,1,0.802200473,0.825073249
15273,1,1,9,10,3/22/2025,3/22/2025,3,2,2,2,3,2,3,1,3,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,12,3,2,6,6,4,3,1,1,2,,2,2,1,1,10,4,1,2,2,1,2,8,4,1,0.802200473,0.371043189
17405,2,1,,10,5/21/2025,5/21/2025,2,3,99,99,2,99,1,1,2,1,1,2,5,4,1,2,1,2,99,2,2,2,2,2,2,2,2,1,1,2,1,1,1,99,4,5,2,5,1,1,99,1,1,2,1,1,13,4,1,2,1,1,1,4,4,1,0.802200473,0.662912515
13063,2,1,,10,5/5/2025,5/5/2025,2,2,2,2,2,2,3,2,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,5,6,3,3,1,1,2,,2,2,1,1,7,3,1,2,2,1,2,7,2,1,1.604400946,0.764208342
17585,1,1,9,9,2/25/2025,2/25/2025,2,2,3,2,1,2,1,2,2,2,1,1,4,3,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,12,3,2,5,5,2,2,2,1,2,,2,2,2,2,8,3,1,2,2,1,2,4,3,2,0.450900596,0.300229265
18706,2,1,,9,5/5/2025,5/5/2025,2,1,1,2,2,1,2,2,4,1,1,1,2,2,1,99,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,5,5,2,1,3,1,1,,1,2,1,1,9,3,1,1,99,1,1,4,4,1,0.901801192,1.618043617
855,2,1,,7,5/12/2025,5/12/2025,4,3,3,2,4,2,1,4,4,1,1,1,2,2,2,,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,4,6,2,2,3,1,2,,2,1,5,3,5,2,1,2,2,2,,1,4,1,0.35499632,0.715067045
12919,2,1,,7,5/22/2025,5/22/2025,4,3,2,1,4,2,1,1,4,2,1,1,4,3,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,5,1,1,3,1,2,,2,1,1,3,9,3,1,2,2,2,,3,3,1,0.35499632,0.52378182
5970,1,1,9,10,3/2/2025,3/2/2025,4,2,3,1,3,2,3,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,5,1,1,1,1,3,2,2,2,4,4,10,4,1,2,1,1,2,4,3,1,0.401100237,0.244075235
11753,2,1,,5,5/1/2025,5/1/2025,2,1,2,2,3,2,2,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,,1,2,1,1,2,1,1,1,2,1,3,5,4,1,1.249641554,0.64079719
10825,2,1,,10,5/6/2025,5/6/2025,2,3,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,4,5,2,2,2,1,3,1,1,2,1,1,11,4,1,1,1,1,1,5,2,1,0.802200473,0.405972452
16939,2,1,,10,5/5/2025,5/5/2025,2,1,2,2,2,2,3,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,12,3,2,3,6,2,6,1,1,3,1,1,2,1,1,11,4,1,1,2,1,1,2,4,1,1.604400946,0.860073526
11904,2,1,,10,5/6/2025,5/6/2025,2,1,3,1,2,1,2,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,5,6,2,2,1,1,1,,1,2,1,1,11,4,1,1,2,1,1,8,4,1,1.604400946,0.860073526
17851,2,1,,10,5/16/2025,5/16/2025,3,2,1,2,2,2,1,2,4,99,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,,2,1,1,3,7,3,2,2,1,1,2,4,3,1,0.802200473,0.606757215
6239,2,1,,10,5/5/2025,5/5/2025,2,1,2,1,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,5,4,2,6,6,2,6,2,1,1,,1,2,1,1,8,3,1,2,2,1,1,5,3,1,1.604400946,0.919124459
7035,3,1,9,10,3/16/2025,3/16/2025,1,1,3,2,3,2,3,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,3,3,1,1,2,1,1,,1,2,1,1,11,4,1,1,2,1,1,2,3,2,1.604400946,0.82764489
78,1,1,9,10,3/10/2025,3/10/2025,2,3,3,1,1,1,2,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,7,4,2,6,6,3,7,1,1,4,1,1,2,3,5,12,4,1,1,5,1,1,5,4,1,1.20330071,0.433675503
10962,1,1,9,10,3/3/2025,3/3/2025,3,1,2,2,3,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,1,1,1,1,1,,1,2,1,1,13,4,1,2,2,1,1,99,3,1,0.802200473,0.616164299
610,1,1,9,2,2/24/2025,2/24/2025,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,4,1,2,1,1,99,2,2,2,1,1,12,4,1,1,2,1,2,5,3,1,0.577363669,0.176485107
13422,2,2,,10,5/27/2025,5/27/2025,3,2,2,2,3,2,1,3,4,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,3,2,4,99,9,1,99,3,7,3,4,2,5,2,,2,4,1,2.406601419,5.454124254
17387,2,1,,7,5/27/2025,5/27/2025,4,2,3,2,3,2,1,4,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,99,1,1,2,1,1,1,6,6,3,6,1,3,1,,1,2,1,1,1,1,1,2,1,2,,1,4,1,0.17749816,0.503384991
11163,1,1,9,10,3/1/2025,3/1/2025,2,1,2,2,2,99,3,1,4,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,99,2,2,2,1,5,1,1,1,1,1,,1,2,3,5,7,3,4,2,99,1,1,8,1,1,0.802200473,0.571224036
16776,2,1,,10,5/2/2025,5/2/2025,3,3,2,2,2,2,3,1,4,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,12,3,2,5,6,3,5,2,2,3,2,2,2,1,1,1,1,1,1,4,2,,8,4,1,2.406601419,5.454124254
2221,2,1,,10,5/8/2025,5/8/2025,4,2,3,2,3,1,1,4,4,2,1,1,1,1,2,,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,10,4,3,2,1,1,2,1,3,1,0.802200473,0.468906101
925,3,1,9,10,5/16/2025,5/16/2025,1,3,1,1,2,2,3,3,4,2,1,1,5,4,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,12,3,2,4,3,1,2,2,1,4,1,1,2,3,5,8,3,4,1,3,1,1,2,3,1,2.406601419,2.229024427
1635,2,1,,8,5/5/2025,5/5/2025,2,2,3,1,2,2,1,2,1,2,1,1,5,4,1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,1,6,2,1,2,,2,1,99,3,13,4,4,1,2,1,2,3,4,1,0.76992885,0.419711908
6272,1,1,9,10,3/10/2025,3/10/2025,4,2,3,2,1,2,2,3,4,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,6,6,3,6,2,1,1,,1,2,1,1,5,2,1,2,2,1,1,5,2,2,0.802200473,0.49166189
13098,2,1,,10,5/9/2025,5/9/2025,3,1,1,1,3,2,3,2,1,2,1,1,99,99,99,,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,4,6,1,1,2,1,1,,1,2,1,1,11,4,1,1,1,1,1,3,4,1,0.802200473,0.37909617
12647,3,1,9,9,4/1/2025,4/1/2025,4,3,3,1,4,2,1,4,4,2,1,1,3,3,2,,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,12,3,2,5,6,99,1,2,1,3,1,1,2,1,1,8,3,1,2,1,2,,1,2,2,0.450900596,0.391135549
16817,1,1,9,10,3/24/2025,3/24/2025,2,1,2,2,3,1,2,2,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,5,4,2,1,5,1,1,2,1,1,,1,2,1,1,6,2,1,2,5,1,1,8,3,1,1.20330071,0.885062766
11751,1,1,9,9,2/28/2025,2/28/2025,4,1,2,2,2,1,2,2,4,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,12,3,2,5,6,3,7,2,1,3,1,1,2,1,1,2,1,1,1,2,1,1,5,2,2,0.450900596,0.875752267
